,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_hidden_layer_sizes,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
58,21.87804937362671,9.874986356706849,0.1501777172088623,0.0012074954773135947,"(125, 100)",0.01,"{'hidden_layer_sizes': (125, 100), 'alpha': 0.01}",-0.3990246928177372,-0.40854871051396635,-0.38822013065713395,-0.39859784466294584,0.008304594682436928,75
59,48.6701606909434,3.8709817659290047,0.1678605874379476,0.017580725079016136,270,0.3,"{'hidden_layer_sizes': 270, 'alpha': 0.3}",-0.3934066377599845,-0.40651662159529184,-0.38096694957374116,-0.3936300696430058,0.010431806377835215,36
60,22.38329768180847,4.779137279837996,0.19935687383015951,0.005417524390227701,300,0.001,"{'hidden_layer_sizes': 300, 'alpha': 0.001}",-0.4009587092783212,-0.4082115539410439,-0.3878217682259706,-0.39899734381511187,0.008438841004026355,78
61,55.321550130844116,2.703889730431333,0.16933186848958334,0.003860533817786575,"(150, 100)",0.1,"{'hidden_layer_sizes': (150, 100), 'alpha': 0.1}",-0.3938863164754266,-0.40804942827973745,-0.38596947484373695,-0.39596840653296705,0.00913354294855941,63
62,57.18952560424805,6.292246978467651,0.15476210912068686,0.031096829028547122,"(125, 50)",0.2,"{'hidden_layer_sizes': (125, 50), 'alpha': 0.2}",-0.39260877850581294,-0.4044991388176034,-0.37877898057845333,-0.3919622993006232,0.01051015656349568,20
63,20.125208616256714,7.816602074858161,0.21572081247965494,0.009361473830208739,"(150, 150)",0.0001,"{'hidden_layer_sizes': (150, 150), 'alpha': 0.0001}",-0.3993238823489351,-0.40709973519440484,-0.3949914431661701,-0.40047168690317003,0.0050093762373702895,85
64,36.179568688074745,2.4531245577035206,0.1286036173502604,0.03813883182083448,170,0.4,"{'hidden_layer_sizes': 170, 'alpha': 0.4}",-0.39193424994552467,-0.40496971942059545,-0.37734831895500387,-0.39141742944037466,0.01128230970726749,14
65,39.342851320902504,4.0683067220738875,0.13827157020568848,0.004678684625124721,220,0.2,"{'hidden_layer_sizes': 220, 'alpha': 0.2}",-0.39535238383859894,-0.40525287444334873,-0.38498825740648984,-0.3951978385628125,0.008273716983892983,53
66,36.247482220331825,8.015414500750053,0.14114769299825033,0.001085929136299485,"(150, 75)",1,"{'hidden_layer_sizes': (150, 75), 'alpha': 1}",-0.39318518614436637,-0.40334800887970484,-0.37972696483202717,-0.39208671995203276,0.00967448194848548,22
67,49.478554010391235,9.474781837651271,0.14819757143656412,0.00479191425021094,"(200, 25)",0.1,"{'hidden_layer_sizes': (200, 25), 'alpha': 0.1}",-0.3944619896401605,-0.4077024271486658,-0.3843955864365,-0.39552000107510876,0.009544343774994971,56
68,34.75428589185079,4.846312538406704,0.10809508959452312,0.004776348143279986,180,0.3,"{'hidden_layer_sizes': 180, 'alpha': 0.3}",-0.3894930985226544,-0.40423823689547034,-0.37884214550454054,-0.3908578269742217,0.010412723860546856,7
69,13.638384342193604,1.4182468261062555,0.12876025835673013,0.0038476848114719926,200,0.0001,"{'hidden_layer_sizes': 200, 'alpha': 0.0001}",-0.40017534585860864,-0.4127866768707586,-0.38345694487560666,-0.39880632253499126,0.012012880958158093,76
70,29.259208917617798,13.516239543144254,0.13976073265075684,0.004250545529660767,"(125, 75)",0.01,"{'hidden_layer_sizes': (125, 75), 'alpha': 0.01}",-0.39996116261803566,-0.40926543986154873,-0.39284588365450146,-0.40069082871136197,0.006723082922038504,87
71,92.49133332570393,16.393369868676338,0.33010347684224445,0.15450221740872855,"(200, 100)",0.2,"{'hidden_layer_sizes': (200, 100), 'alpha': 0.2}",-0.39278181448896776,-0.40513885305829034,-0.3820038879233406,-0.3933081851568663,0.009452140939450446,33
72,51.20944754282633,4.382084219780647,0.1424407958984375,0.00089839031188531,"(100, 125)",1,"{'hidden_layer_sizes': (100, 125), 'alpha': 1}",-0.39012120359118546,-0.402365536572908,-0.37945323348294796,-0.3906466578823471,0.009361284985891753,4
73,86.43391990661621,4.449912951734943,0.2834169069925944,0.05928860885468838,"(200, 100)",0.5,"{'hidden_layer_sizes': (200, 100), 'alpha': 0.5}",-0.3910513990147928,-0.40957579145385625,-0.3850311131469477,-0.3952194345385323,0.01044476578300577,54
74,54.93673896789551,4.002828293454554,0.16130304336547852,0.007267328158473678,"(150, 100)",0.5,"{'hidden_layer_sizes': (150, 100), 'alpha': 0.5}",-0.3920580757655021,-0.4031581909986086,-0.3825076909812848,-0.39257465258179847,0.008438440868893733,31
75,62.62980111440023,6.211484873905968,0.19829901059468588,0.04992672622203334,"(100, 125)",0.3,"{'hidden_layer_sizes': (100, 125), 'alpha': 0.3}",-0.3960535967946503,-0.4013208928121697,-0.3758593777709806,-0.3910779557926002,0.01097390661475776,9
76,18.472523768742878,2.0491513611076697,0.1038820743560791,0.0036672201356409066,160,0.01,"{'hidden_layer_sizes': 160, 'alpha': 0.01}",-0.4006632103715029,-0.4074355472246388,-0.3834011188115405,-0.3971666254692274,0.010118729062822159,70
77,16.620694001515705,1.3013844713656593,0.11052227020263672,0.0009726100205410284,170,0.01,"{'hidden_layer_sizes': 170, 'alpha': 0.01}",-0.3981248876606973,-0.4071426511416875,-0.38337513458984207,-0.39621422446407567,0.009796655420729234,65
78,16.037396748860676,2.5007157007660212,0.11126216252644856,0.008369096900621537,"(125, 50)",0.0001,"{'hidden_layer_sizes': (125, 50), 'alpha': 0.0001}",-0.40943379790075696,-0.4117136836502398,-0.38827255749398776,-0.40314001301499486,0.010554000663556188,92
79,24.390878756841023,1.4050456183305873,0.05059480667114258,5.811449808951332e-05,80,0.3,"{'hidden_layer_sizes': 80, 'alpha': 0.3}",-0.3928344803387757,-0.40171739685795477,-0.3810982984070941,-0.3918833918679415,0.008444534018763722,18
80,22.01530647277832,6.643324968313299,0.20512779553731283,0.0037640371582278115,"(125, 150)",0.0001,"{'hidden_layer_sizes': (125, 150), 'alpha': 0.0001}",-0.40253559460044175,-0.4180747774491604,-0.3907383546107185,-0.4037829088867735,0.011194845483441252,96
81,72.85185654958089,7.405999328314506,0.24590023358662924,0.048814642995084534,"(175, 100)",0.4,"{'hidden_layer_sizes': (175, 100), 'alpha': 0.4}",-0.3911798490226194,-0.4001521660218599,-0.3807288463385052,-0.39068695379432816,0.007937192877418007,5
82,21.402742226918537,2.445507635186361,0.11815373102823894,0.004949851605842663,170,0.001,"{'hidden_layer_sizes': 170, 'alpha': 0.001}",-0.3943454162765,-0.4073212530649978,-0.3842398644665331,-0.3953021779360103,0.009447192512881479,55
83,10.917560338973999,0.9748844583644258,0.06064089139302572,0.0001155641411871222,90,0.01,"{'hidden_layer_sizes': 90, 'alpha': 0.01}",-0.39506892214403166,-0.4059892128199015,-0.38262554037725954,-0.3945612251137309,0.009544932851438304,48
84,12.009892463684082,1.9100055458629486,0.09371042251586914,0.0038539326512543833,150,0.001,"{'hidden_layer_sizes': 150, 'alpha': 0.001}",-0.39607362278774855,-0.4079937856403312,-0.3831563565946158,-0.3957412550075652,0.010142561203700466,58
85,37.202578941980995,3.739053440965322,0.10796817143758138,0.009723897227624423,"(100, 50)",0.4,"{'hidden_layer_sizes': (100, 50), 'alpha': 0.4}",-0.39158446166070515,-0.4157588805416672,-0.3841285089866266,-0.3971572837296663,0.013500922450872413,69
86,71.65226674079895,9.82636713456341,0.2365741729736328,0.05315495642390741,"(200, 100)",0.4,"{'hidden_layer_sizes': (200, 100), 'alpha': 0.4}",-0.39468687482904063,-0.4019969125178143,-0.37925460715718284,-0.3919794648346792,0.009479826472997882,21
87,60.43018158276876,10.028130264249278,0.14185619354248047,0.014174768441170394,"(175, 25)",0.2,"{'hidden_layer_sizes': (175, 25), 'alpha': 0.2}",-0.3933674184089378,-0.40727659594794885,-0.3836878419496379,-0.39477728543550816,0.009681533025048789,50
88,66.37771415710449,6.589137916081504,0.18835067749023438,0.02112444565091495,"(125, 125)",0.4,"{'hidden_layer_sizes': (125, 125), 'alpha': 0.4}",-0.39074117416346377,-0.40124197922164917,-0.37899074372788777,-0.3903246323710003,0.009088802654855345,1
89,36.12537479400635,3.0896201933728493,0.13237126668294272,0.007351297190156482,240,0.5,"{'hidden_layer_sizes': 240, 'alpha': 0.5}",-0.3935819170957144,-0.4039872993427032,-0.38752503956753315,-0.39503141866865027,0.006798396395903636,52
90,18.504878282546997,7.3254165860123726,0.15104889869689941,0.001054490471774792,230,0.01,"{'hidden_layer_sizes': 230, 'alpha': 0.01}",-0.3973821155183386,-0.40829996402266205,-0.38199012148953215,-0.3958907336768442,0.010792593706716256,61
91,46.97930312156677,5.0270456287636645,0.13766654332478842,0.00446206694954572,"(200, 25)",0.4,"{'hidden_layer_sizes': (200, 25), 'alpha': 0.4}",-0.3909255128089801,-0.4063697791166875,-0.37940636058263877,-0.3922338841694354,0.01104657900206259,24
92,38.542622884114586,4.871301098196187,0.09524750709533691,0.00442392025523942,"(150, 25)",1,"{'hidden_layer_sizes': (150, 25), 'alpha': 1}",-0.39596596604722195,-0.40679613245217516,-0.37759740317704793,-0.39345316722548174,0.012052027941649418,35
93,10.942700703938803,0.5399307362249159,0.13767592112223306,0.0028928009559605603,"(175, 25)",0.0001,"{'hidden_layer_sizes': (175, 25), 'alpha': 0.0001}",-0.4047555857575587,-0.41165296325052675,-0.383909299435773,-0.4001059494812862,0.011793841856176221,83
94,14.105270465215048,5.816481296883701,0.09693193435668945,0.0043634072280251115,"(125, 25)",0.001,"{'hidden_layer_sizes': (125, 25), 'alpha': 0.001}",-0.4003649213833682,-0.4100120506992365,-0.3910732799604502,-0.400483417347685,0.007732174780066584,86
95,35.47457218170166,3.8227542206725347,0.13173206647237143,7.875331343464793e-05,230,0.5,"{'hidden_layer_sizes': 230, 'alpha': 0.5}",-0.3987548517034637,-0.4019760598434993,-0.38053435018636894,-0.39375508724444397,0.00944051417171145,38
96,47.526296615600586,2.8964406010106836,0.1382455031077067,0.004719551774684336,"(200, 25)",0.3,"{'hidden_layer_sizes': (200, 25), 'alpha': 0.3}",-0.39251400318538493,-0.4076954122134029,-0.379956898432818,-0.39338877127720195,0.01134108169737409,34
97,43.76720301310221,5.572820910131324,0.17189598083496094,0.030982140049431943,250,0.3,"{'hidden_layer_sizes': 250, 'alpha': 0.3}",-0.3983914003088708,-0.4013662533251481,-0.38176981494428763,-0.3938424895261021,0.008622626872978123,40
98,15.16478188832601,0.21873542770279905,0.03972776730855306,0.0009815105443765912,60,0.01,"{'hidden_layer_sizes': 60, 'alpha': 0.01}",-0.3937682342203162,-0.4042594851168598,-0.3831131719720142,-0.39371363043639673,0.008633032533429594,37
99,39.2495698928833,6.6526201548268435,0.1342155933380127,0.01673956120428981,"(100, 150)",1,"{'hidden_layer_sizes': (100, 150), 'alpha': 1}",-0.39482228595132296,-0.41524630919221667,-0.3773514612525336,-0.39580668546535774,0.01548615848417223,59
